LR,KNN,RF,SVM,QSVC,LR_Time,KNN_Time,RF_Time,SVM_Time,QSVC_Time
0.74625,0.69125,0.79,0.79875,0.32625,0.04690361022949219,0.04821920394897461,1.044398307800293,0.2555990219116211,4220.016086339951
0.715,0.725,0.78625,0.79625,0.32,0.14090228080749512,0.15807604789733887,2.62316632270813,0.8320181369781494,5349.042364835739
0.71375,0.73,0.80125,0.80125,0.305,0.12390017509460449,0.15027976036071777,2.5470964908599854,0.8274996280670166,38229.20334839821
0.72375,0.70875,0.80125,0.8075,0.3175,0.07591557502746582,0.07015228271484375,1.3308918476104736,0.3998258113861084,3563.635815143585
0.71625,0.7075,0.80125,0.7975,0.3,0.07646298408508301,0.05024147033691406,1.1956820487976074,0.3091752529144287,2191.741416454315
