CML_Score,QML_Score,CML_Time,QML_Time
0.5,1.0,0.0,60.16923403739929
0.3,1.0,0.0,59.42460322380066
0.55,1.0,0.0009992122650146484,60.07697582244873
0.45,1.0,0.0,60.404743909835815
0.55,1.0,0.0,66.44669270515442
