CML_Score,QML_Score,CML_Time,QML_Time
1.0,0.5,0.0,33.58399796485901
1.0,0.55,0.0,43.13870930671692
0.95,0.3,0.0,91.63985848426819
1.0,0.6,0.0,94.45339560508728
1.0,0.35,0.0,91.37268781661987
